番号,判定,総プレイ時間(時間),レビュー本文
60,おすすめ,211,"過去DQは1-8(全てオリジナル)までプレイ済み
本作はLv99/宝箱全取得/ステータスは装備なし職業補正でそれぞれ下限マイナスにした上で全て999/所持ゴールド9,999,999/実績全解除/DLC含め全コンテンツ消化済

レビューは気になってる方が見る物で気になってる方は良かった所よりどこが良くなかったか、それを元に購入するかの判断をする為に見る物と考えているのでそれを踏まえての物になります

まず職業が少ない、戦闘速度は超速い等テンポは非常によくなっているしオリジナルよりマスターするのに必要な戦闘回数が少なくすぐマスター出来るようになっている
掛け持ちシステムは良い、ゲーム難易度が茨の道にしても簡単だからマスターした職の呪文/特技が引き継げないのも問題ないし職同士の掛け合いでどんな構成にするかの楽しみもある、しかし職自体少なすぎる為掛け持ち解放後ちょっと熟練度稼ぎしたら全職マスター終わってるのは少なすぎる
全部とは言わずとも多少はモンスター職も用意すべきだった
折角の掛け持ちシステムで自由度が広がったのに最終的に選択出来る職が少ない為縛りプレイしない限り大体誰がやっても同じ職の組み合わせになってしまい自由度がない

DLCを購入させる為か服装が変わらない(過去ドラクエでもわかりやすい所では女性キャラがレオタード姿になったり着ぐるみ姿になったりした)、そのDLCも少ないうえに内容も微妙
マリベルには頭巾なしの見た目があるがその後頭部がキモすぎる、良く言って悪魔の実、悪く言えば脳みそだからキモすぎて頭巾被ってない見た目には出来ない

難易度が高くトラウマと称されるシナリオ等もあるが過去作プレイ者からしたら印象深いシナリオがなくなっている、難易度調整だけして出す事は出来たはず

総評としてはあの膨大な選択肢故のやり込み放題だったドラクエ7がドラクエ3程度にスケールダウン
やりやすくなったと言えば聞こえは良いですがシナリオ重視と言いつつ追加シナリオは良いが元々あったシナリオも削除、モンスターも7から出たモンスターが多数いた気がしますが殆どいなくなってます
納期の問題もあったのだろうとは思うけどプレイヤーには関係ないしそもそも作り手としてプレイヤーにそんな気を遣わせてる時点で2流だなと思います
FFも迷走し続けてる今のスクエニに出来るかは正直厳しいと思っていますが何も気にせず楽しかった！と言えるゲームを作って欲しいですね
過去作を最後までプレイ出来なかった飽き性の方や初めてプレイすると言った方、とくにやり込まずラスボス倒してクリアで終わり！と言ったライト層向け
あのクリアするだけでも100時間近くかかる大ボリュームかつ膨大なやり込みを最新のリメイクで！？って思ってる方には肩透かしだと思います
個人的にはこのボリュームで定価8000円かと、正直まだやり足りないので難易度茨の道で稼ぎなしの基本職のみ縛りで再度プレイ予定です

ゲーム全体としては出来がよく気になっているならプレイの価値はあると思います
その際は体験版からがオススメです
体験版のデータはそのまま本作で使用出来る他体験版プレイ特典として(使うかどうかは別として)おやすみワンピースと言うマリベルの見た目装備が手に入ります"
61,おすすめしない,43,30時間前後でクリア、原作プレイ済みです。率直にいうと、原作を現代番に寄せたようなゲームでした。原作プレイでのイライラポイントや迷うようなポイントを削除し、次に進むポイントがわかりやすくなった点は原作を知らないユーザ向けには良いのでしょう。しかし大量のサブインベントの削除、原作のメインコンテンツでもあったモンスターパーク・モンスター職・カジノ・移民の町・かっこよさコンテストなどを削除してしまった結果、すごい薄っぺらいゲームになってしまいました。サクサク進む分、ストーリーにも全く感情移入できず、魔王もフルオートで倒しました。この薄っぺらさは最近のソシャゲに慣れたユーザ向けなのかもしれませんが、原作のファンほど受け入れられないです。唯一良かったのは、3Dデザインのマリベルが可愛かった点だけです。原作が好きな人ほどこのゲームはおすすめできません。
62,おすすめ,52,"オリジナルのPS版はプレイ済みですが、ほぼ忘れた状態で再プレイ。
オリジナルの、悪く言えば冗長な部分が大きく整理されて、非常に遊びやすくなっています。

UIは従来のドラクエからかなり手が入っていて十字ショートカットなどもデフォで設定されており、
とにかく快適なゲームプレイにこだわっているようで好印象。

あとグラフィックが味があってとても良いです。
キャラの細かい表情やしぐさもわかりやすく、見ているだけで楽しい。

難易度としては本編中はかなり温い感じですが、クリア後まで行くと歯ごたえがあります。

欲を言えば、折角グラがいいので着せ替え要素を充実させてほしいのと、
あと職業がかなり早い段階で「完成」してしまうので、6のはぐれメタルのようなエキストラ職はあってもいい。"
63,おすすめ,55,"小学生の頃の思い出のゲームで、数年前に全職業カンストやその他やりこみ要素を全てやりきった作品です。
ストーリーは思ったよりも削られていなかったものの、余りにも進行がサクサクすぎました。
リメイクで初めてプレイした人は、自分がオリジナルをプレイした時のように一生心に残り、もう一度やりたいなと思うことはないだろうと感じて、寂しくなりました。

とはいえ、ドラクエの世界観に完全にマッチしたグラフィックや、ストレスが溜まる点がほぼ無かったりと、オリジナルの存在がなければ満点をあげても良いくらいの出来栄え。
オススメです。

ただ、RPGが好きならオリジナルをやった方が絶対に満足度が高いです。"
64,おすすめ,48,面白い
65,おすすめ,37,迷うことのなくなったドラクエ７。倍速等もあるのでサクサク進めて現代にあっている
66,おすすめ,82,優しくてはじめやすい！
67,おすすめしない,70,"人生初ドラクエ

ストーリーはクリア済みで、クリア後要素には触れていない。

率直な感想としてはドラクエってこんな感じなんだ⤵⤵という印象を受けた。個人的に全体的にかなり微妙だと思った。

いくつかそう感じた要素を書いてみる。

まず、ストーリーに関して

チュートリアルはまだ終わらないのかと思いつつやっていたらいつの間にかクリアしていた。簡単に表現するならこれ。

ドラゴンクエストのクエストってそういう意味なの？　ほかのレビューを見るとオリジナルからストーリーが削られているようだが、それは知らないのでおいておくにしても、ぶつ切り感がかなり強い。なんか旅も目的もよくわからないまま進んでいった。マップが地続きでなく、しかも現代と過去を行き来することに加え、一つ一つのストーリーが短いので一つの作品としてのまとまりが薄いと思った。めちゃくちゃ外伝作品感がした。世界観がよくわからなく、お使いの連続で冒険をしている感がなかった。

・キャラクターに関して
性格とかはまあ書くほどでもないかなと。それ以外で、3/5が被り物をしていて微妙。年齢不詳。あと、5人パーティってRPGをやっていて初めて見た。すごい中途半端な気がする。4人か6人でいいと思う。また、これは諸説あると思うが、個人的に主人公がしゃべらないのはやっぱり微妙。ゲームの中に存在してるのにセリフないっておかしいよなあ。魔王がいうデク人形そのものだろ。

ラーメン漫画の対決とかで、食べる手順を決められていることが審査員に不評で負けるみたいな場面がよくあるが、RPGの主人公はそれとは逆で、ゲームクリエイターがつくったセリフありの主人公というのをこっちは見たいんだよな。性格が合う合わないはその先の話で、その場面で何をどう感じるかは作中のキャラクターとプレイヤーでわかれるのは当然で、丸ごとこちらに委ねているという感じが自分には合わない。

・戦闘システムについて
この辺は好みもあると思うが、単純なターン制ってやっぱり古臭い。戦闘が単調で基本的にだるい。MPが切れたときとか回復手段に乏しく何とも言えない。で、これは想像だけどドラクエってFFとかより、ストーリーや戦闘システムは、もう少しシンプルで分かりやすいものを目指している印象がある。その中で職業があって、これは
無駄に種類が多い気がする。こういうのって低レベルクリアとか周回プレイで色々触る節があって、基本上位職とか最適解に近いものがあるんだよな。転職できるのは、そこそこ早めだと思うが、数があるし、上位職への条件もあるし、後々使うかなってことで全キャラに対して、終盤までずっとジョブを付け替えてランクを上げる作業をしていた。これのおかげで、いまいちキャラクターとジョブの組み合わせになじみがなかった。こういうのがあるので、ジョブは固定でいいんじゃないかと最近思うようになった。技もそのジョブでしか使えないとかあって、覚えづらいし、よくわからなくなる。


・BGMについて
すごい微妙。盛り上がりに欠ける。オープニングテーマとか、レベルアップ時の音楽とかはドラクエをやったことがなくても有名なので知っていたが、それはそれ。戦闘曲とか全然盛り上がらない気がした。種類が少ない。

・良かった点
ナルト走り

同じスクエニでも、ブレイブリーデフォルトやオクトパストラベラーはかなり面白く感じて、新作が出たら買おうと思うほどだが、ドラクエはこういうのならいいかなって感じです。"
68,おすすめ,78,"転職システムは「オクトパストラベラー」に近い感じで、職業経験値がレベル差に関係なく入るので楽。
あとどこでもミレッカちゃんとお話しして転職出来るからそこも楽。
面倒なのは、過去作をプレイしてると「職に就いていないとその職で覚える呪文と特技が使えない」仕様を忘れがち。まあいろいろ考えた結果の仕様なんだろうと思うけど…ね。
あと、ひよっこ～って職業があるから、その上級職もあるのか？と期待したが、ひよっこのままだった…。

そういえば、「どろにんぎょう」ではなくなってたね！当たり前か…。

残念なのは、見た目装備がDLCだけ？
バニースーツとか！天使のレオタードとか！プリンセスローブとか！踊り子の服とか！
３DS であった「転職したときの見た目変更」も無かったね…。
あと、３DS 版ではあった、アイラが「つるぎのまい」をつかったときの特殊エフェクトとかもなかったね…。

…開発費が底をついたか。"
69,おすすめ,103,"このゲームはとにかくストレスフリー(悪く言えば過保護)です
快適すぎてどんどん進めていきたくなり、気が付けば長時間プレイしています

ドラクエ7は人に薦めにくいドラクエでしたが、このリイマジンドは違う
ドラクエ7やったことない人、ドラクエを久しぶりにやりたい人、新規の人らにもおススメできる
ただし、改変が多く、オリジナルからのカットも多いので原作至上主義者にはお勧めしません"
70,おすすめ,40,!
71,おすすめ,46,テンポがいい
72,おすすめ,71,ちょうどいいバランスに、ちょうどいいボリューム
73,おすすめ,123,"124時間プレイして実績全回収したので以下感想です。
ネタバレはないです。たぶん。

総評：気になってるならやるべき！万人におすすめできる「令和のドラクエ」です。

ストーリー：ボリューム調整されたのは若干物足りなさはあるものの、補完ストーリーの追加が思ったより良く、より物語に深みが出たと思う。胸糞ストーリーとよく言われがちな本作だが、良い悪いも自分の選択で決まるのは物語により入り込めて良かった。キーファの株が元に戻ったうえで上がりました。

戦闘：昔の面影は少し感じつつもほぼ一新された令和のドラクエ。昔ながらの「たたかう」連打ではなく、じゅもんや特技を駆使することを推奨されているように感じる。後述する設定で敵の強さや与えるダメージも変えられる。ほどよく難しい戦闘を楽しみたいなら敵の強さ「つよい」の与えるダメージ「少ない」がおすすめ。
歯ごたえのある戦闘が楽しめると思う。職業の掛け持ちシステムも良い。気兼ねなく好きなキャラを活躍させることができた。

キャラデザ：最初は気になる。やってるうちに何も気にならなくなる。マリベルかわいい。

難易度設定：自由に細かく変えられるようにしたのは英断だと思う。さくっとストーリーを終わらせたい人からどっしりと攻略したい人まで幅広い人が好きなようにゲームを楽しむことができるのは本当に良い。

ラッキーパネル：これでしか手に入らないアイテムが多すぎる。実績完了するためにこいつと10時間は戦ってた。この10時間、ずっと真剣衰弱をしているので苦痛だった。でもいい脳トレだった。でも流石にドラクエさせてほしい。なぜドラゴンクエストをプレイしているのにモンスターと戦うのではなく井戸の中のじじいと真剣衰弱をしているのか？人によるかもしれないが、これならモンスターからのドロップを狙ってる方がマシだった。
これだけは次回作以降では何とかしてほしい。実績埋めは結局自己満足の範疇なので別に文句を言うのはお門違いかもしれないが、せめてドラクエをさせてくれませんか？お願いします。ほんとに。
でもラッキーパネル自体は楽しかったですよ。"
74,おすすめ,34,ストーリーを進めるのに石板集めが必要という詰みポイント満載システムでここまでストレスなくそれなりに楽しくプレイ出来るようにリメイクしたのは偉業だと思う
75,おすすめ,78,"ファミコン時代から全作品プレイしているので、この作品も非常に楽しみにしていました。

１・２・３のリメイクの２HDも楽しかったのですが、７Rの画像は今までと全然違いとても綺麗で可愛いし、楽しいです。

キャラクターもそうですが、モンスターが綺麗すぎる。

どうぞ、ベビーパンサーと遭遇してください。可愛すぎて倒すのに躊躇するぐらいです。

しいて気に入らない点を挙げるとするならば、キャラクターが鳥山明さんのデザインなのに、どことなく長谷川町子デザインに見えてくるぐらいなものです。

ストーリーも、やりこみも最高でした。"
76,おすすめ,37,"オリジナルのドラクエ7未プレイ、VII Reimaginedクリアした時点での感想
ドラクエシリーズは1-11のうち7.9以外全てクリアしています

PS版はクリア100時間以上かかると聞き当時スルーしていて
気にはなっているが時間がかかるので躊躇していた自分のようなユーザーにお勧めできます

戦闘テンポが良すぎたり難易度調整ができて誰でもクリアできるようになっている部分は
ユーザー側で調整できるとはいえ普通でプレイしていて全体的に難易度が低く
苦労したボスが全くいない事に物足りなさを感じているのが正直な感想です
ただ元の大ボリュームを簡素に楽しみたい自分には悪い印象はありません

オリジナル版のまま求める方はわかりませんが
新たに7をプレイしたいという方におすすめできるいつもの安定したドラクエで完成度は高いと思います
現代向けに再調整した良いリメイクであることは間違いありません

社会人になり長いプレイ時間を確保することができず
思い残していたドラクエ７をこの機会にプレイできたことに満足です"
77,おすすめ,62,"収集アイテムリストコンプリートが一番大変だった💦
(一部のアイテム獲得が運ゲーすぎる…)"
78,おすすめ,74,"ワンボタンで仲間と話せる時点でセンスがいい
ただしラッキーパネル テメーはダメだ"
79,おすすめ,41,"子供のころにやって、途中でやめてしまった作品だったので、
今回こうして遊び直せたのがまず嬉しかったです。

で、実際にやってみた感想としては、かなり良かった。

昔は最後まで続かなかったのに、今回はかなり快適に進められて、そのまま最後まで楽しめました。
この「ちゃんと最後まで遊べた」っていうのが、個人的にはかなり大きいです。

原作の雰囲気はちゃんと残ってるし、ドラクエ7らしい冒険してる感じもちゃんとある。
そのうえで、今の環境でも遊びやすいようにかなり触りやすくなっていて、すごくいいリメイクだと思いました。

【良かった点】
・とにかく遊びやすくなっていて、昔よりかなり快適に進められる
・原作の雰囲気や「冒険している感じ」がしっかり残っている
・テンポが良くなっていて、途中で止まらず最後まで遊びやすい
・懐かしさだけで終わらず、今遊んでもちゃんと面白い
・「昔はクリアできなかった作品を最後まで遊べた」という満足感が大きい

【イマイチだった点】
・昔やりこんだ人には少し物足りないかも
・思い出補正があると期待も上がるので、そこは人によって評価が分かれそう
・派手な変化というより「遊びやすく整えたリメイク」なので、完全新作級の変化を求める人には少し違うかも

昔やったけど途中で止まった人とか、
「気になってたけど最後まで遊べなかった」人にはかなりおすすめです。

懐かしさだけじゃなくて、
「昔は途中でやめた作品を、今の遊びやすさでちゃんと最後まで楽しめる」
この一点だけでも、このリメイクにはかなり価値があると思いました。"
80,おすすめしない,85,"過去にあったものが無くなり、余計なものが追加されたなあというのが完走した感想。
ストーリーやモンスター職の削除もそうだけど職業ごとの見た目の変化も削除、ダンジョンも削除、モンスターも削除。
追加されたのはお前誰やねんっていう女神像と、おっさんキーファのストーリー。

職業習熟がしやすくなる改良は良かったけど、職業は人間職だけでそこの追加も無し。だからすぐ育成終わるよ。ダンジョンも削除してあるからすぐゲーム終わるよ。追加やりこみ要素はDLCで薄いの買ってね。

女神像、お前誰だよ。神と魔王の戦いが実際に行われている世界でお前は何してたんだ？
なんで回復する力がある？なぜボスは目前のコレを放置してる？存在からよくわからない。辻褄合わせの説明も皆無。
今作は魔王サイドが優秀だったために島一つ残して人類敗北寸前って状況だったわけで、目の前の回復スポットなぞすぐ破壊するくらいが自然だと思うんだけど。場所によっては魔物の本拠地の中になぜか女神像が光を放っている。

キーファ、あなたはクソだ。
相変わらず、自分で始めた冒険を投げ出し、親友も幼馴染も慕ってくれている妹も厳しくも思いやってくれる父も捨て、女のケツを追っかける男。
結局その時々で自分のヤりたいことを我儘に好き勝手にやってるだけの奴だなあと思ってたら追加イベント。
ここでなんらかのフォローが入るのか？とも思ったが、内容はつまらないメタルギアソリッドをやらされた上に、今までの全てを放り投げてまで使命だと思っていたであろうユバールの護り手を投げ出して、今度は魔王倒す旅に寄生したいとぬかす。自分の子供すらも投げ出す。
これどういう気持ちで作ったのか製作者に聞いてみたいと思うくらいひどい。これを作る工数でもっと他にやることあったと思うのにな。

褒められるところは戦闘の高速化などのプレイしやすさだけ。
色々削除したり、謎の女神像置いたりしたのも今のプレイヤーはこのくらいじゃないとやらないって判断だとすると、今後のドラクエもこれくらい薄い内容になるんだろうなとシリーズに絶望してしまう。
ダンジョン削除、物語も削除した末のRPGに何が残るというのだろうか？

しっかりとしたRPGややりこみ育成をしたいならスマホ版買った方がいいよ。
一般的リメイクみたいに追加要素なんかを期待して買うなんてことはやめた方がいい。ほぼ存在しないから。
忙しい人の為のドラクエ７（RPG要素劣化）（快適性UP）だと思うので時間がないけどやりたい人向け。
ゲームなんて時間あるときにするものと思ってる僕なんかはちょっと価値見出すのが難しい。"
81,おすすめしない,85,"私にとってオリジナルのPS版が生まれて初めてのゲーム・ドラクエのプレイ体験で、かつドラクエシリーズの中で最も好きなので、楽しみに購入しプレイし始めました。グラフィックは大幅パワーアップし、音楽はオーケストラで、キャラには声が付き、難易度はかなり平易になり、今の時代により万人受けしやすい仕様になった点では、リメイクにふさわしいゲームと思います。

しかし、難易度を下げタイパ向上を重視する昨今の風潮に迎合するあまりなのか、ストーリーが大幅にカットされている点はたいへん残念に思います。もともと、ドラクエ7の原作は冗長で不評だった側面があったのは承知しています。けれども、例えば、他にも登場する（ボス）モンスターも大幅に減らされ、あるいは変更（過去作のモンスターの使い回し）されている点も踏まえると、リメイクを楽しみにしていた一人のプレイヤーとしては、「手抜き」と思えてしまいます。時代に沿って内容など変更、簡略にせねばならないのは重々承知していますが、この点は正直がっかりするものでした。

初見の人は、上記のようなクレームを気にせずこのゲームを楽しめると思います。しかし、リメイクを待っていた人間からすると、率直に言って失望するような作品に思えてしまいました。特にリメイク作品の場合、一度ゲームとして発売されると、それがさらにリメイクされ再び世の中に出されるチャンスはもう二度と無いかもしれません。この程度のものを発売するなら、あと4-5年は待つのでちゃんと満遍なくリメイクされたものを発売してほしかったと思います。"
82,おすすめ,83,"全実績解除しました。
評価 ★５（実績気にしない方） ★1（全実績解除をしたい方）

ドラクエ７未プレイだった為、ストーリーとても楽しめました。
難易度バッチリ冒険でプレイしましたが戦闘はかなり簡単に感じました。歯ごたえ欲しい方はいばらの道にしてみるといいです。

文句なくお勧めできる作品ですが注意点があります。それはアイテムコンプの実績解除を狙う場合

ラッキーパネルという神経衰弱して出たアイテムが貰えるミニゲームがあるのですが、これからしか手に入らないアイテムが多い上に一部のアイテム（[spoiler]メタスラの剣[/spoiler]等）の出る確率が非常に低く、運が悪いと10時間以上も実績の為にラッキーパネルをプレイする羽目になります。
目当てのアイテムが出るまでリセットを繰り返し、パネルをめくる作業を繰り返すため、難易度いばらの道を超えた「賽の河原」とでも言うべき苦行です。
アプデで排出率に調整が入るかも不明のため、実績コンプにこだわる方は覚悟が必要です。

もし、フレンドにこのゲームの全実績、またはアイテムコンプの実績を持っている方がいたら、苦行を乗り越えた勇者として、十分な賞賛と拍手とねぎらいの言葉を送ってあげて下さい。"
83,おすすめ,110,"[h1]最高峰のリメイク作品・・だが[/h1]

プレイ時間：109時間（トロコン）
既プレイ：ドラクエ9・10以外

[h3]良かったところ[/h3]
・ドールルックとドラクエ７の相性が最高
・キャラクターと声が本当に合ってる
・石板迷子にならない
・戦闘のテンポが良く楽しい
・副業システムによる職業の組み合わせ自由度の高さ
・あのキャラのフォロー

[h3]まとめ[/h3]
おそらく、リメイク作品は原作のプレイヤーも多いため評価は分かれるのが常だとは思います。
ドラクエ７初見の人、原作未クリアの人にとってはオススメできます。全体的に快適で遊びやすいです。

一方、私のように原作をやり込んだ人、トロコンを目指す人にはオススメできない部分も。
シナリオ削除（クレージュ・リートルード・プロビナ）やカジノ・移民の街・モンスターパークの削除は本当に残念。
モンスター職もやりこみ要素として好きでした。
新要素として闘技場が増えましたが、いかんせん面白くない。

そしてトロコン勢に立ちふさがるラッキーパネル。
神経衰弱なんて、リアルのトランプで遊んでも楽しくないものを何故わざわざドラクエでやらせる？
事情はあれど、楽しかったカジノを削除して、わざわざつまらないラッキーパネルを残すその神経に衰弱しますわ。

とまあ色々と吐露しましたが、トロコン目指すと難易度が「いばらの道」になるだけです。
少数派の意見です。何かトロコン率３％未満だし・・
普通に遊ぶ大多数の人達にとっては、シリーズ屈指の良リメイク作品ですよ。"
84,おすすめ,66,良リメイク
85,おすすめ,51,"合流しても、メルビンが後方馬車待機腕組みおじさんだった。
主人公は終始脳筋だった。歴代勇者の中で一番の脳筋なだけ有ると感じるほどに。
小さなメダルを簡単にあつめられるのは感動した。
ラッキーパネルでアイテム一覧埋めるのだけが、ただの作業でつまらなかった。
なんやかんや、のんびりやって楽しめた。

独り言）最近のドラクエにある難易度選択は、正直要らないかな"
86,おすすめ,76,"最高のゲーム
カジノだけは欲しかった"
87,おすすめ,43,"「何　だ？」



───── 突如、ドラクエⅦをプレイしたことのあるプレイヤーの脳内にあふれ出した



　　　　　　　　　　　　存在しない(アルマリの)記憶"
88,おすすめ,64,"ドラクエシリーズの中で本作が一番好きで、PSとソフトを買い直したことがあるくらいには愛しております。
DQ7PS版は普通にプレイをするだけでも100時間くらいかかる作品だったのですが、
本作はマップの簡略化と戦闘の高速化のお陰で40時間あればクリアできると思われます。

ストーリーの本筋はPS版と全く相違なく純粋にDQ7を楽しめ、かつPS版のようにデスマシーンやヘルクラウダー戦のような敵が強すぎて進行が止まってしまうこともなく(クラッシュすることもなく)ストレスフリーにクリアまで進めるため本作初プレイの方でもかなりお勧めできます。

しかしやはりストーリーカットの部分が多く気になってしまったところがあったため以下に記載させてもらいます。
[b]※ネタばれ有[/b]


・PS版では初めのスライムとの戦闘まで1時間かかり冒険感が非常に強くワクワクできていたのだが、本作では謎の神殿での探索がまるまるカットされており非常にあっさりしていた。いろんな意見があるだろうが自身としてはかなり残念だった
・ダイアラックでは宿屋にとまった後にアルス一人が起床していろんな人の過去を覗くシーンであったが本作は老人に話した後すぐに見回ったため、雰囲気が微妙で残念になっていた。
・オルフィーではグランエスタード島の動物と話せる木こりというNPCを連れてストーリーをすすめるシナリオだったが、この部分がまるまるカットされていた。砂漠の考古学者はなんとか本作にも残っていたが、現代の人間を過去に連れていける嬉しさのようなワクワク感がなくなっており、また夜中に一瞬だけ動物が人間になるシーンがあり都合よく呪いがなくなり雰囲気が台無しになってしまった。
・PS版にあったリートルード、プロビナ、クレージュはそれぞれ特殊な街の設定となっており、亡くなっていたのが非常に残念であった。特にプロビナはレブレサックとのストーリーの繋がりが色濃くありここは残しておいてよかったんじゃないかと思ってしまう。DQ7特有の後味が悪い街であるルーメンとレブレサックが採用されているのは非常に嬉しかったが、どの街も思い出深く非常に印象が強かったので、全部を味わえないのは悲しかった。


しかし個人的によくなっている部分も多数あり、PS版だとキーファはPTを離れた後はエンディングまでほぼ触れられなかったが本作はユバール加入後のキーファと話すことができ、共闘できる胸熱展開になったのはファンとして非常に嬉しい展開だった。
また、アイラ・メルビンの加入タイミングが早まっており、育成状況を考えると非常に有難く、こういうものも含め本作はゲームプレイが非常にやりやすくなったと思います。


色々想う部分は多いですが、やはりDQ7を楽しんでもらえる内容であるためほかの人にもお勧めしていきたい内容でありました。3DSを持っていなかったためずっと他の媒体でやりたい思いがあったためこういう形でプレイできて非常に嬉しかったです。製作陣本当にありがとうございました。

最後に、失われた３島(リートルード・クレージュ・プロビナ)の追加DLCもしくはアップデートを心待ちにしておりますのでよろしくお願いいたします。"
89,おすすめしない,50,エラーばかりで進まず、英語でのサポートしかないとの事でがっかりしました
90,おすすめ,53,"トロコン済。
この時代に新しいDQ7がプレイできるのが、7推しとしては嬉しい限りです。

自分はPS版(オリジナル)が大好きで、3DS版(リメイク)とやってきましたがリメイクレベルには楽しめました。
奴に対する評価は今回も賛否あるようですが、イメージの悪いキャラのままでいさせたくないというのが伝わってきたのもあり、追加されたテキストやイベントは自分は評価してます。

ですが、削除された部分が惜しいというか痛すぎるというのも感想としてあります。
消された地方もそうですが、モンスター職(心)やパーク、移民等は7の独自性でもあるので今作が初という人はオリジナル/リメイクもやってみてはいかがでしょうか。
説明不足な点とかは今作でフォローもされているので、7Rから入るとすんなり理解できる部分も多いのかなと思います。
[strike]オリジナル/リメイクの調整不足には目をつぶって [/strike]

以下、トロコン感想
[spoiler] ラッキーパネルの強制が辛かったです...もうちょっと限定武具減らしても良かったのでは [/spoiler]"
91,おすすめしない,56,最強の敵はラッキーパネルでした、僕は勝てませんでした
92,おすすめ,95,リメイク作品ってこともあり難易度の緩和や便利になったことに抵抗を持つ人もいるとは思いますが、ボイスの導入やキャラデザの更新、また新コンテンツの導入などとても面白く、ドラクエにあまり触れてこなかった人でも楽しくストーリー攻略できるゲームになっていると思います。ストーリーも原作と少し変わっていて熱い展開にもなっているので、ぜひ自分でプレーして感動してほしいなと思いました。一つだけ残念なこととしましてはカジノがないことくらいですかね
93,おすすめ,63,"Vもこんな感じで再構築＆要素追加してくれたら。
もはや元のストーリーをほぼ忘れているが・・・
丁寧に作ってある感じ。
ロトシリーズもこんな感じだったらなぁ

アンチョビサンド食べたいわ～
ライラはどうしたの？"
